"card_no","sex","major","access_no"
"181111","男","18电气自动化","21609674"
"181112","男","18电气自动化","19140778"
"181113","男","18电气自动化","19612298"
"181114","男","18电气自动化","19119098"
"181115","男","18电气自动化","18539258"
"181116","男","18电气自动化","21926618"
"181117","男","18电气自动化","18841498"
"181118","男","18电气自动化","19604346"
"181119","男","18电气自动化","19654586"
"181120","男","18电气自动化","21821642"
"181121","男","18电气自动化","20344618"
"181122","女","18电气自动化","20356746"
"181123","女","18电气自动化","20524394"
"181124","女","18电气自动化","19045530"
"181125","男","18工业机器人","136026"
"181126","男","18工业机器人","20700554"
"181127","男","18工业机器人","20202266"
"181128","男","18工业机器人","21810250"
"181129","男","18工业机器人","20929962"
"181130","男","18工业机器人","20747738"
"181131","男","18工业机器人","21352346"
"181132","男","18工业机器人","20254378"
"181133","男","18工业机器人","20355306"
"181134","男","18工业机器人","21913034"
"181135","男","18工业机器人","19626058"
"181136","男","18工业机器人","20603226"
"181137","男","18工业机器人","19936874"
"181138","男","18工业机器人","18659834"
"181139","男","18工业机器人","21446634"
"181140","男","18工业机器人","18611002"
"181141","男","18工业机器人","20355370"
"181142","男","18工业机器人","19749242"
"181143","男","18工业机器人","20028762"
"181144","男","18工业机器人","18919194"
"181145","男","18工业机器人","21403626"
"181146","男","18工业机器人","20455962"
"181147","男","18工业机器人","19352298"
"181148","男","18工业机器人","21413802"
"181149","男","18工业机器人","18734250"
"181150","男","18工业机器人","23263946"
"181151","男","18工业机器人","20704586"
"181152","男","18工业机器人","18449210"
"181153","男","18工业机器人","19125322"
"181154","男","18工业机器人","21561274"
"181155","男","18工业机器人","19933402"
"181156","男","18工业机器人","20841818"
"181157","男","18工业机器人","18639482"
"181158","男","18工业机器人","19006410"
"181159","男","18工业机器人","21101818"
"181160","男","18工业机器人","20259706"
"181161","男","18工业机器人","20621050"
"181162","男","18工业机器人","18921610"
"181163","男","18工业机器人","19008746"
"181164","男","18工业机器人","19760810"
"181165","男","18工业机器人","19937722"
"181166","男","18工业机器人","18919210"
"181167","男","18工业机器人","20037914"
"181168","男","18工业机器人","18441978"
"181169","男","18工业机器人","18761530"
"181170","男","18工业机器人","21144426"
"181171","男","18工业机器人","19304026"
"181172","女","18工业机器人","21725834"
"181173","女","18工业机器人","20525946"
"181174","女","18工业机器人","20764714"
"181175","女","18工业机器人","20453962"
"181176","女","18工业机器人","20013418"
"181177","女","18工业机器人","18448698"
"181178","女","18工业机器人","19759706"
"181179","女","18工业机器人","20114538"
"181180","女","18工业机器人","21846778"
"181181","女","18工业机器人","19537466"
"181182","女","18工业机器人","19833834"
"181183","女","18工业机器人","19129578"
"181184","女","18工业机器人","21402154"
"181185","女","18工业机器人","22004362"
"181186","女","18工业机器人","20300474"
"181187","女","18工业机器人","21534154"
"181188","女","18工业机器人","22009722"
"181189","女","18工业机器人","20523034"
"181190","女","18工业机器人","21460282"
"181191","女","18工业机器人","19535914"
"181192","女","18工业机器人","18652458"
"181193","女","18工业机器人","20925866"
"181194","女","18工业机器人","21928634"
"181195","女","18工业机器人","19342426"
"181196","女","18工业机器人","18809834"
"181197","女","18工业机器人","21241994"
"181198","女","18工业机器人","21553786"
"181199","女","18工业机器人","20205786"
"181200","女","18工业机器人","21153226"
"181201","女","18工业机器人","19126298"
"181202","女","18工业机器人","19261146"
"181203","女","18工业机器人","21115850"
"181204","女","18工业机器人","21319130"
"181205","男","18工业设计","21252250"
"181206","男","18工业设计","18762330"
"181207","男","18工业设计","19659930"
"181208","男","18工业设计","20113738"
"181209","男","18工业设计","19131210"
"181210","男","18工业设计","19520986"
"181211","男","18工业设计","20527914"
"181212","男","18工业设计","19764042"
"181213","男","18工业设计","21913066"
"181214","男","18工业设计","19050906"
"181215","男","18工业设计","21032602"
"181216","男","18工业设计","21320170"
"181217","男","18工业设计","21156170"
"181218","男","18工业设计","19127914"
"181219","男","18工业设计","19848490"
"181220","男","18工业设计","21013946"
"181221","男","18工业设计","18844826"
"181222","男","18工业设计","21450634"
"181223","男","18工业设计","20109722"
"181224","男","18工业设计","20834650"
"181225","男","18工业设计","19508090"
"181226","男","18工业设计","20124586"
"181227","男","18工业设计","21455050"
"181228","男","18工业设计","20214938"
"181229","男","18工业设计","18432650"
"181230","男","18工业设计","18546410"
"181231","男","18工业设计","20343178"
"181232","男","18工业设计","21026154"
"181233","男","18工业设计","18803450"
"181234","男","18工业设计","21147274"
"181235","男","18工业设计","14163418"
"181236","男","18工业设计","19654554"
"181237","男","18工业设计","18523322"
"181238","男","18工业设计","19706314"
"181239","男","18工业设计","14335210"
"181240","男","18工业设计","20619194"
"181241","男","18工业设计","20703114"
"181242","男","18工业设计","19625050"
"181243","男","18工业设计","21057370"
"181244","男","18工业设计","21524810"
"181245","男","18工业设计","203242"
"181246","男","18工业设计","22036106"
"181247","男","18工业设计","20243738"
"181248","男","18工业设计","21534042"
"181249","男","18工业设计","19218634"
"181250","女","18工业设计","19058650"
"181251","女","18工业设计","19227978"
"181252","女","18工业设计","18726650"
"181253","女","18工业设计","18914106"
"181254","女","18工业设计","18400554"
"181255","女","18工业设计","19932698"
"181256","女","18工业设计","19349098"
"181257","女","18工业设计","19712202"
"181258","女","18工业设计","19344618"
"181259","女","18工业设计","21462666"
"181260","女","18工业设计","21252970"
"181261","女","18工业设计","21322682"
"181262","女","18工业设计","21412266"
"181263","女","18工业设计","19801322"
"181264","女","18工业设计","19606890"
"181265","女","18工业设计","21445114"
"181266","女","18工业设计","20517178"
"181267","女","18工业设计","20102858"
"181268","女","18工业设计","18918698"
"181269","女","18工业设计","21637434"
"181270","女","18工业设计","20927722"
"181271","女","18工业设计","19706970"
"181272","女","18工业设计","20743994"
"181273","女","18工业设计","19701562"
"181274","女","18工业设计","19609530"
"181275","女","18工业设计","19123434"
"181276","女","18工业设计","21938650"
"181277","女","18工业设计","14049914"
"181278","女","18工业设计","18801050"
"181279","女","18工业设计","22016218"
"181280","女","18工业设计","21844442"
"181281","女","18工业设计","16015866"
"181282","女","18工业设计","19049978"
"181283","女","18工业设计","19056874"
"181284","女","18工业设计","21250410"
"181285","女","18工业设计","18541354"
"181286","女","18工业设计","21025914"
"181287","女","18工业设计","17512202"
"181288","女","18工业设计","21618458"
"181289","女","18工业设计","20931242"
"181290","女","18工业设计","18806842"
"181291","女","18工业设计","20256346"
"181292","女","18工业设计","20761370"
"181293","女","18工业设计","19215258"
"181294","女","18工业设计","21022426"
"181295","女","18工业设计","20806394"
"181296","女","18工业设计","19616522"
"181297","女","18工业设计","20748906"
"181298","女","18工业设计","19421722"
"181299","女","18工业设计","18542202"
"181300","女","18工业设计","20119018"
"181301","女","18工业设计","19118970"
"181302","女","18工业设计","20108362"
"181303","女","18工业设计","21244826"
"181304","女","18工业设计","21007066"
"181305","女","18工业设计","19263818"
"181306","女","18工业设计","21013146"
"181307","女","18工业设计","20201290"
"181308","女","18工业设计","21904106"
"181309","女","18工业设计","20446954"
"181310","女","18工业设计","20120570"
"181311","女","18工业设计","20018682"
"181312","女","18工业设计","21242570"
"181313","女","18工业设计","19937082"
"181314","女","18工业设计","20764506"
"181315","女","18工业设计","21445082"
"181316","女","18工业设计","21516778"
"181317","女","18工业设计","18649034"
"181318","女","18工业设计","21256154"
"181319","女","18工业设计","20747898"
"181320","女","18工业设计","19740170"
"181321","女","18工业设计","20439290"
"181322","女","18工业设计","20421386"
"181323","女","18工业设计","22021514"
"181324","女","18工业设计","19928794"
"181325","男","18机械制造","19756410"
"181326","男","18机械制造","19742570"
"181327","男","18机械制造","19000858"
"181328","男","18机械制造","22012442"
"181329","男","18机械制造","21234394"
"181330","男","18机械制造","19227914"
"181331","男","18机械制造","20852634"
"181332","男","18机械制造","18762410"
"181333","男","18机械制造","21324074"
"181334","男","18机械制造","20834282"
"181335","男","18机械制造","19355354"
"181336","男","18机械制造","21601738"
"181337","男","18机械制造","19312170"
"181338","男","18机械制造","19226682"
"181339","男","18机械制造","18924586"
"181340","男","18机械制造","21108922"
"181341","男","18机械制造","20539898"
"181342","男","18机械制造","19837530"
"181343","男","18机械制造","19312938"
"181344","男","18机械制造","19353498"
"181345","男","18机械制造","19609402"
"181346","男","18机械制造","20349546"
"181347","男","18机械制造","19929418"
"181348","男","18机械制造","19625450"
"181349","男","18机械制造","21653562"
"181350","男","18机械制造","18725034"
"181351","男","18机械制造","18402634"
"181352","男","18机械制造","20209002"
"181353","男","18机械制造","20108554"
"181354","男","18机械制造","23947242"
"181355","男","18机械制造","19204378"
"181356","男","18机械制造","20356234"
"181357","男","18机械制造","16930650"
"181358","男","18机械制造","20846490"
"181359","男","18机械制造","20102874"
"181360","男","18机械制造","20517690"
"181361","男","18机械制造","18725626"
"181362","男","18机械制造","18964298"
"181363","男","18机械制造","18523722"
"181364","男","18机械制造","21227754"
"181365","男","18机械制造","19711386"
"181366","男","18机械制造","18448458"
"181367","男","18机械制造","21532266"
"181368","男","18机械制造","20921306"
"181369","男","18机械制造","20063386"
"181370","男","18机械制造","18764778"
"181371","男","18机械制造","20116746"
"181372","男","18机械制造","18611786"
"181373","男","18机械制造","18958042"
"181374","男","18机械制造","20850746"
"181375","男","18机械制造","20204698"
"181376","男","18机械制造","21752026"
"181377","男","18机械制造","21334154"
"181378","男","18机械制造","20529482"
"181379","男","18机械制造","19608506"
"181380","男","18机械制造","20024858"
"181381","男","18机械制造","18953082"
"181382","男","18机械制造","18800490"
"181383","男","18机械制造","20032986"
"181384","男","18机械制造","19804634"
"181385","男","18机械制造","21031354"
"181386","男","18机械制造","20836714"
"181387","男","18机械制造","21908026"
"181388","男","18机械制造","19659450"
"181389","男","18机械制造","18508314"
"181390","男","18机械制造","21010042"
"181391","男","18机械制造","21601866"
"181392","男","18机械制造","17002730"
"181393","男","18机械制造","20917818"
"181394","男","18机械制造","21007402"
"181395","男","18机械制造","18421258"
"181396","男","18机械制造","19444938"
"181397","男","18机械制造","18727210"
"181398","男","18机械制造","20258170"
"181399","男","18机械制造","16855882"
"181400","男","18机械制造","21559658"
"181401","男","18机械制造","19309978"
"181402","男","18机械制造","19346314"
"181403","男","18机械制造","19213018"
"181404","男","18机械制造","18850106"
"181405","男","18机械制造","21326698"
"181406","男","18机械制造","20928970"
"181407","男","18机械制造","19923658"
"181408","男","18机械制造","22016186"
"181409","男","18机械制造","21926730"
"181410","男","18机械制造","21936010"
"181411","男","18机械制造","19528250"
"181412","男","18机械制造","21527882"
"181413","男","18机械制造","20514378"
"181414","男","18机械制造","21460154"
"181415","男","18机械制造","19751866"
"181416","男","18机械制造","19747658"
"181417","男","18机械制造","20159946"
"181418","男","18机械制造","21442314"
"181419","男","18机械制造","18919370"
"181420","男","18机械制造","18515882"
"181421","男","18机械制造","19840778"
"181422","男","18机械制造","1220810"
"181423","男","18机械制造","18607370"
"181424","男","18机械制造","21109978"
"181425","男","18机械制造","20518154"
"181426","男","18机械制造","22364842"
"181427","男","18机械制造","19856362"
"181428","男","18机械制造","21956634"
"181429","男","18机械制造","19043866"
"181430","男","18机械制造","18804602"
"181431","男","18机械制造","18451882"
"181432","男","18机械制造","19705610"
"181433","男","18机械制造","20610410"
"181434","男","18机械制造","19602986"
"181435","男","18机械制造","19753370"
"181436","男","18机械制造","20247194"
"181437","男","18机械制造","21016106"
"181438","男","18机械制造","19260090"
"181439","男","18机械制造","20802010"
"181440","男","18机械制造","20659674"
"181441","男","18机械制造","18912522"
"181442","男","18机械制造","20626026"
"181443","男","18机械制造","19341930"
"181444","男","18机械制造","18963962"
"181445","男","18机械制造","20449466"
"181446","男","18机械制造","19003210"
"181447","男","18机械制造","18549898"
"181448","男","18机械制造","21818362"
"181449","男","18机械制造","22000346"
"181450","男","18机械制造","19538122"
"181451","男","18机械制造","25409450"
"181452","男","18机械制造","23303610"
"181453","男","18机械制造","18518986"
"181454","男","18机械制造","1345818"
"181455","男","18机械制造","19260042"
"181456","男","18机械制造","18658810"
"181457","男","18机械制造","18850250"
"181458","男","18机械制造","19614714"
"181459","男","18机械制造","19261690"
"181460","男","18机械制造","19650810"
"181461","男","18机械制造","19345834"
"181462","男","18机械制造","18659962"
"181463","男","18机械制造","22005898"
"181464","男","18机械制造","19117946"
"181465","男","18机械制造","18962826"
"181466","男","18机械制造","19765386"
"181467","男","18机械制造","22033402"
"181468","男","18机械制造","20756234"
"181469","男","18机械制造","19525594"
"181470","男","18机械制造","20615530"
"181471","男","18机械制造","19214570"
"181472","女","18机械制造","20612586"
"181473","女","18机械制造","21455530"
"181474","女","18机械制造","21319290"
"181475","女","18机械制造","17546362"
"181476","女","18机械制造","21709418"
"181477","女","18机械制造","19438762"
"181478","女","18机械制造","20437802"
"181479","女","18机械制造","21241178"
"181480","女","18机械制造","21107578"
"181481","男","18机械制造（学徒）","18734026"
"181482","男","18机械制造（学徒）","19356298"
"181483","男","18机械制造（学徒）","20354458"
"181484","男","18机械制造（学徒）","21529770"
"181485","男","18机械制造（学徒）","21447738"
"181486","男","18机械制造（学徒）","20341626"
"181487","男","18机械制造（学徒）","20761994"
"181488","男","18机械制造（学徒）","19762970"
"181489","男","18机械制造（学徒）","24038634"
"181490","男","18机械制造（学徒）","19000986"
"181491","男","18机械制造（学徒）","21323834"
"181492","男","18机械制造（学徒）","20848202"
"181493","男","18机械制造（学徒）","18738378"
"181494","男","18机械制造（学徒）","18412490"
"181495","男","18机械制造（学徒）","20752698"
"181496","男","18机械制造（学徒）","19309802"
"181497","男","18机械制造（学徒）","20850970"
"181498","男","18模具设计","21117354"
"181499","男","18模具设计","21327210"
"181500","男","18模具设计","19052602"
"181501","男","18模具设计","20248090"
"181502","男","18模具设计","18806794"
"181503","男","18模具设计","20033978"
"181504","男","18模具设计","19512826"
"181505","男","18模具设计","21634602"
"181506","男","18模具设计","21155770"
"181507","男","18模具设计","20440026"
"181508","男","18模具设计","19656138"
"181509","男","18模具设计","23412698"
"181510","男","18模具设计","14109610"
"181511","男","18模具设计","21560394"
"181512","男","18模具设计","20308170"
"181513","男","18模具设计","21143450"
"181514","男","18模具设计","18913546"
"181515","男","18模具设计","20656186"
"181516","男","18模具设计","19424186"
"181517","男","18模具设计","19521338"
"181518","男","18模具设计","20019658"
"181519","男","18模具设计","19606746"
"181520","男","18模具设计","21031498"
"181521","男","18模具设计","25311274"
"181522","男","18模具设计","20933274"
"181523","男","18模具设计","22001386"
"181524","男","18模具设计","20261274"
"181525","男","18模具设计","19128394"
"181526","男","18模具设计","20700890"
"181527","男","18模具设计","21605178"
"181528","男","18模具设计","20761306"
"181529","男","18模具设计","20837834"
"181530","男","18模具设计","21322650"
"181531","男","18模具设计","19609498"
"181532","男","18模具设计","21446986"
"181533","男","18模具设计","19447978"
"181534","男","18模具设计","21634554"
"181535","男","18模具设计","18807786"
"181536","男","18模具设计","20920746"
"181537","男","18模具设计","20618650"
"181538","男","18模具设计","20609914"
"181539","男","18模具设计","21949002"
"181540","男","18模具设计","20125530"
"181541","男","18模具设计","19129658"
"181542","男","18模具设计","21447066"
"181543","男","18模具设计","21911386"
"181544","男","18模具设计","21107322"
"181545","男","18模具设计","24251930"
"181546","男","18模具设计","17424746"
"181547","男","18模具设计","21415418"
"181548","男","18模具设计","19218874"
"181549","男","18模具设计","21723370"
"181550","男","18模具设计","20203770"
"181551","男","18模具设计","21644682"
"181552","男","18模具设计","20353498"
"181553","男","18模具设计","20111322"
"181554","男","18模具设计","19346010"
"181555","男","18模具设计","20346682"
"181556","男","18模具设计","20513226"
"181557","男","18模具设计","21318826"
"181558","男","18模具设计","21242010"
"181559","男","18模具设计","19804650"
"181560","男","18模具设计","19536490"
"181561","男","18模具设计","21928730"
"181562","男","18模具设计","20711738"
"181563","男","18模具设计","20526602"
"181564","男","18模具设计","20162330"
"181565","男","18模具设计","21561290"
"181566","男","18模具设计","1042186"
"181567","男","18模具设计","20429546"
"181568","男","18模具设计","19041130"
"181569","男","18模具设计","20261290"
"181570","男","18模具设计","19210890"
"181571","男","18模具设计","21522234"
"181572","男","18模具设计","18839818"
"181573","男","18模具设计","21006842"
"181574","男","18模具设计","20254122"
"181575","男","18模具设计","20263770"
"181576","男","18模具设计","19847178"
"181577","男","18模具设计","20615562"
"181578","男","18模具设计","20025162"
"181579","男","18模具设计","20762042"
"181580","男","18模具设计","20263146"
"181581","男","18模具设计","20840970"
"181582","男","18模具设计","21837066"
"181583","女","18模具设计","21636874"
"181584","女","18模具设计","20839194"
"181585","女","18模具设计","20843498"
"181586","女","18模具设计","18841274"
"181587","女","18模具设计","21908042"
"181588","女","18模具设计","18962922"
"181589","女","18模具设计","21015098"
"181590","女","18模具设计","19220106"
"181591","女","18模具设计","21019578"
"181592","女","18模具设计","19130074"
"181593","女","18模具设计","18854330"
"181594","女","18模具设计","19834362"
"181595","女","18模具设计","19526634"
"181596","男","18汽车检测","21130426"
"181597","男","18汽车检测","21016074"
"181598","男","18汽车检测","20702250"
"181599","男","18汽车检测","21101594"
"181600","男","18汽车检测","18839658"
"181601","男","18汽车检测","20845882"
"181602","男","18汽车检测","19758682"
"181603","男","18汽车检测","20658106"
"181604","男","18汽车检测","19125834"
"181605","男","18汽车检测","20434138"
"181606","男","18汽车检测","18543802"
"181607","男","18汽车检测","21105690"
"181608","男","18汽车检测","25312618"
"181609","男","18汽车检测","20524858"
"181610","男","18汽车检测","20124410"
"181611","男","18汽车检测","19622346"
"181612","男","18汽车检测","21559498"
"181613","男","18汽车检测","18433338"
"181614","男","18汽车检测","17248506"
"181615","男","18汽车检测","20210570"
"181616","男","18汽车检测","21232954"
"181617","男","18汽车检测","20846138"
"181618","男","18汽车检测","21541898"
"181619","男","18汽车检测","19044522"
"181620","男","18汽车检测","21715946"
"181621","男","18汽车检测","18722298"
"181622","男","18汽车检测","19301546"
"181623","男","18汽车检测","21818938"
"181624","男","18汽车检测","21350778"
"181625","男","18汽车检测","23336458"
"181626","男","18汽车检测","21016090"
"181627","男","18汽车检测","21457578"
"181628","男","18汽车检测","21408794"
"181629","男","18汽车检测","19843034"
"181630","男","18汽车检测","20249882"
"181631","男","18汽车检测","19216362"
"181632","男","18汽车检测","21009930"
"181633","男","18汽车检测","21158746"
"181634","男","18汽车检测","19252874"
"181635","男","18汽车检测","1423978"
"181636","男","18汽车检测","20217754"
"181637","男","18汽车检测","19448474"
"181638","男","18汽车检测","14510826"
"181639","男","18汽车检测","13260986"
"181640","男","18汽车检测","21936842"
"181641","男","18汽车检测","21316250"
"181642","男","18汽车检测","21958490"
"181643","男","18汽车检测","20616298"
"181644","男","18汽车检测","19201226"
"181645","男","18汽车检测","20035226"
"181646","男","18汽车检测","19051610"
"181647","男","18汽车检测","20013162"
"181648","男","18汽车检测","19754138"
"181649","男","18汽车检测","22027802"
"181650","男","18汽车检测","21604074"
"181651","男","18汽车检测","21165402"
"181652","男","18汽车检测","20258698"
"181653","男","18汽车检测","21446570"
"181654","男","18汽车检测","20709050"
"181655","男","18汽车检测","18547002"
"181656","男","18汽车检测","19524426"
"181657","男","18汽车检测","21521274"
"181658","男","18汽车检测","21249898"
"181659","男","18汽车检测","21013562"
"181660","男","18汽车检测","25450698"
"181661","男","18汽车检测","20263722"
"181662","男","18汽车检测","16920586"
"181663","男","18汽车检测","18718714"
"181664","男","18汽车检测","14945674"
"181665","男","18汽车检测","19203898"
"181666","男","18汽车检测","19744474"
"181667","男","18汽车检测","21950746"
"181668","男","18汽车检测","20437562"
"181669","男","18汽车检测","21105578"
"181670","男","18汽车检测","20253418"
"181671","男","18汽车检测","23542602"
"181672","男","18汽车检测","19520730"
"181673","男","18汽车检测","19847082"
"181674","男","18汽车检测","18403258"
"181675","男","18汽车检测","21321002"
"181676","男","18工程造价","21822058"
"181677","男","18工程造价","21223002"
"181678","男","18工程造价","19441066"
"181679","男","18工程造价","21744650"
"181680","男","18工程造价","19353946"
"181681","男","18工程造价","20617626"
"181682","男","18工程造价","21063962"
"181683","男","18工程造价","19653642"
"181684","男","18工程造价","20345338"
"181685","男","18工程造价","20841690"
"181686","男","18工程造价","20327738"
"181687","男","18工程造价","19918026"
"181688","男","18工程造价","19254362"
"181689","男","18工程造价","20105002"
"181690","男","18工程造价","20615146"
"181691","男","18工程造价","21864026"
"181692","男","18工程造价","18723434"
"181693","男","18工程造价","20603466"
"181694","男","18工程造价","22845210"
"181695","男","18工程造价","23847258"
"181696","男","18工程造价","19609946"
"181697","男","18工程造价","21745146"
"181698","男","18工程造价","15328138"
"181699","男","18工程造价","20207866"
"181700","男","18工程造价","21602474"
"181701","男","18工程造价","19846298"
"181702","男","18工程造价","19010410"
"181703","男","18工程造价","20762618"
"181704","男","18工程造价","20626954"
"181705","男","18工程造价","1363418"
"181706","男","18工程造价","20009098"
"181707","男","18工程造价","19616842"
"181708","女","18工程造价","20203018"
"181709","女","18工程造价","19036858"
"181710","女","18工程造价","19212282"
"181711","女","18工程造价","21564506"
"181712","女","18工程造价","21116330"
"181713","女","18工程造价","19848954"
"181714","女","18工程造价","20608442"
"181715","女","18工程造价","19532186"
"181716","女","18工程造价","20257834"
"181717","女","18工程造价","18538138"
"181718","女","18工程造价","20914458"
"181719","女","18工程造价","19001306"
"181720","女","18工程造价","19128810"
"181721","女","18工程造价","18721754"
"181722","女","18工程造价","19046138"
"181723","女","18工程造价","20623626"
"181724","女","18工程造价","21727786"
"181725","女","18工程造价","20161818"
"181726","女","18工程造价","20751562"
"181727","女","18工程造价","20243754"
"181728","女","18工程造价","20025082"
"181729","女","18工程造价","19845018"
"181730","女","18工程造价","21355962"
"181731","女","18工程造价","20352154"
"181732","女","18工程造价","21862442"
"181733","女","18工程造价","20842826"
"181734","女","18工程造价","19854746"
"181735","女","18工程造价","21721274"
"181736","女","18工程造价","19213370"
"181737","女","18工程造价","21947578"
"181738","女","18工程造价","19605082"
"181739","女","18工程造价","20719722"
"181740","女","18工程造价","21607994"
"181741","女","18工程造价","20345658"
"181742","女","18工程造价","19117354"
"181743","女","18工程造价","19359866"
"181744","女","18工程造价","20616714"
"181745","女","18工程造价","21317882"
"181746","女","18工程造价","21838010"
"181747","女","18工程造价","22019866"
"181748","女","18工程造价","20163098"
"181749","女","18工程造价","21647802"
"181750","女","18工程造价","19706458"
"181751","女","18工程造价","20706394"
"181752","女","18工程造价","21528938"
"181753","女","18工程造价","20260010"
"181754","女","18工程造价","19704250"
"181755","女","18工程造价","19119898"
"181756","男","18建筑工程","22025258"
"181757","男","18建筑工程","21154586"
"181758","男","18建筑工程","20846570"
"181759","男","18建筑工程","20120602"
"181760","男","18建筑工程","18964154"
"181761","男","18建筑工程","20851322"
"181762","男","18建筑工程","521178"
"181763","男","18建筑工程","13262090"
"181764","男","18建筑工程","21251018"
"181765","男","18建筑工程","18609610"
"181766","男","18建筑工程","20305354"
"181767","男","18建筑工程","22035242"
"181768","男","18建筑工程","20718506"
"181769","男","18建筑工程","19125530"
"181770","男","18建筑工程","18723802"
"181771","男","18建筑工程","20253818"
"181772","男","18建筑工程","20663354"
"181773","男","18建筑工程","21527402"
"181774","男","18建筑工程","19438810"
"181775","男","18建筑工程","20518634"
"181776","男","18建筑工程","21450698"
"181777","男","18建筑工程","20617754"
"181778","男","18建筑工程","21716458"
"181779","男","18建筑工程","16750458"
"181780","男","18建筑工程","20343866"
"181781","男","18建筑工程","21955818"
"181782","男","18建筑工程","19134298"
"181783","男","18建筑工程","21450714"
"181784","男","18建筑工程","621354"
"181785","男","18建筑工程","21234826"
"181786","男","18建筑工程","21414714"
"181787","男","18建筑工程","1113722"
"181788","男","18建筑工程","21956874"
"181789","男","18建筑工程","21313514"
"181790","男","18建筑工程","19437594"
"181791","男","18建筑工程","20533482"
"181792","男","18建筑工程","21637514"
"181793","男","18建筑工程","21019178"
"181794","男","18建筑工程","21740442"
"181795","男","18建筑工程","19259210"
"181796","男","18建筑工程","20600346"
"181797","男","18建筑工程","20028170"
"181798","男","18建筑工程","18458602"
"181799","男","18建筑工程","18432682"
"181800","男","18建筑工程","20123898"
"181801","男","18建筑工程","19932650"
"181802","男","18建筑工程","20336650"
"181803","男","18建筑工程","259082"
"181804","男","18建筑工程","20155050"
"181805","男","18建筑工程","21635690"
"181806","男","18建筑工程","18521674"
"181807","男","18建筑工程","19839674"
"181808","男","18建筑工程","19214330"
"181809","男","18建筑工程","19746202"
"181810","男","18建筑工程","18842410"
"181811","男","18建筑工程","21528586"
"181812","男","18建筑工程","18659466"
"181813","男","18建筑工程","19115882"
"181814","男","18建筑工程","19053658"
"181815","男","18建筑工程","21819082"
"181816","男","18建筑工程","20350458"
"181817","男","18建筑工程","21414826"
"181818","男","18建筑工程","18521210"
"181819","男","18建筑工程","17035018"
"181820","男","18建筑工程","19260570"
"181821","男","18建筑工程","21922234"
"181822","男","18建筑工程","19651354"
"181823","男","18建筑工程","19613802"
"181824","男","18建筑工程","19521082"
"181825","男","18建筑工程","18733194"
"181826","男","18建筑工程","19924042"
"181827","男","18建筑工程","24900666"
"181828","男","18建筑工程","20838826"
"181829","男","18建筑工程","21100954"
"181830","男","18建筑工程","20162474"
"181831","男","18建筑工程","20708570"
"181832","男","18建筑工程","21604522"
"181833","男","18建筑工程","19225866"
"181834","男","18建筑工程","19700426"
"181835","男","18建筑工程","21613402"
"181836","男","18建筑工程","20860266"
"181837","男","18建筑工程","18403786"
"181838","男","18建筑工程","19215738"
"181839","男","18建筑工程","21240426"
"181840","男","18建筑工程","19525082"
"181841","男","18建筑工程","19611242"
"181842","男","18建筑工程","19701978"
"181843","男","18建筑工程","19528442"
"181844","女","18建筑工程","18919178"
"181845","女","18建筑工程","20757850"
"181846","女","18建筑工程","20119114"
"181847","女","18建筑工程","19745050"
"181848","女","18建筑工程","18644218"
"181849","女","18建筑工程","19133210"
"181850","女","18建筑工程","19214714"
"181851","女","18建筑工程","20433754"
"181852","女","18建筑工程","18433514"
"181853","女","18建筑工程","20428010"
"181854","女","18建筑工程","19211754"
"181855","女","18建筑工程","21102394"
"181856","女","18建筑工程","20214458"
"181857","女","18建筑工程","20756842"
"181858","女","18建筑工程","18506026"
"181859","女","18建筑工程","19527306"
"181860","女","18建筑工程","21554282"
"181861","女","18建筑工程","18432026"
"181862","女","18建筑工程","20832554"
"181863","女","18建筑工程","21161562"
"181864","女","18建筑工程","19939130"
"181865","女","18建筑工程","21101674"
"181866","女","18建筑工程","21162634"
"181867","女","18建筑工程","20620010"
"181868","女","18建筑工程","19928298"
"181869","女","18建筑工程","20715018"
"181870","女","18建筑工程","19621754"
"181871","女","18建筑工程","17222394"
"181872","女","18建筑工程","20664762"
"181873","女","18建筑工程","19043130"
"181874","女","18建筑工程","19930282"
"181875","女","18建筑工程","20422602"
"181876","女","18建筑工程","14549642"
"181877","女","18建筑工程","19262730"
"181878","女","18建筑工程","20433210"
"181879","男","18建筑设计","19659994"
"181880","男","18建筑设计","22161226"
"181881","男","18建筑设计","21722282"
"181882","男","18建筑设计","21526954"
"181883","男","18建筑设计","18518122"
"181884","男","18建筑设计","18512410"
"181885","男","18建筑设计","19004394"
"181886","男","18建筑设计","20707258"
"181887","男","18建筑设计","23547066"
"181888","男","18建筑设计","21202922"
"181889","男","18建筑设计","19611050"
"181890","男","18建筑设计","21064074"
"181891","男","18建筑设计","21019402"
"181892","男","18建筑设计","22015530"
"181893","男","18建筑设计","20761018"
"181894","男","18建筑设计","20527850"
"181895","男","18建筑设计","19604026"
"181896","男","18建筑设计","18718442"
"181897","男","18建筑设计","18760314"
"181898","男","18建筑设计","20260490"
"181899","男","18建筑设计","20346122"
"181900","男","18建筑设计","20124346"
"181901","男","18建筑设计","19757418"
"181902","男","18建筑设计","18639930"
"181903","男","18建筑设计","21925146"
"181904","男","18建筑设计","20612522"
"181905","男","18建筑设计","20617930"
"181906","男","18建筑设计","21437530"
"181907","男","18建筑设计","20611962"
"181908","男","18建筑设计","20159354"
