"access_no","date","address","access"
"4863543","2019/04/05 13:20","飞凤轩[进门]","1"
"9214852","2019/04/05 13:21","飞凤轩[进门]","1"
"1345206","2019/04/05 13:22","飞凤轩[进门]","1"
"24752523","2019/04/05 13:22","青鸾苑[出门]","1"
"340822","2019/04/05 13:23","青鸾苑[进门]","1"
"19006199","2019/04/05 13:24","青鸾苑[出门]","1"
"19006199","2019/04/05 13:25","青鸾苑[进门]","1"
"24752523","2019/04/05 13:25","青鸾苑[进门]","1"
"21838010","2019/04/05 13:26","飞凤轩[出门]","1"
"24801595","2019/04/05 13:26","第六教学楼[进门]","1"
"21756842","2019/04/05 13:26","飞凤轩[进门]","1"
"18803450","2019/04/05 13:27","第六教学楼[出门]","1"
"20562951","2019/04/05 13:27","青鸾苑[出门]","1"
"22639082","2019/04/05 13:28","飞凤轩[出门]","1"
"19834362","2019/04/05 13:29","第六教学楼[出门]","1"
"19834362","2019/04/05 13:29","第六教学楼[进门]","1"
"8510898","2019/04/05 13:30","飞凤轩[进门]","1"
"24345575","2019/04/05 13:30","青鸾苑[进门]","1"
"3108871","2019/04/05 13:32","青鸾苑[进门]","1"
"526486","2019/04/05 13:32","飞凤轩[出门]","1"
"21105431","2019/04/05 13:33","第六教学楼[进门]","1"
"17334677","2019/04/05 13:33","飞凤轩[出门]","1"
"15939040","2019/04/05 13:33","青鸾苑[进门]","1"
"19220058","2019/04/05 13:34","青鸾苑[进门]","1"
"8551712","2019/04/05 13:34","飞凤轩[进门]","1"
"4400443","2019/04/05 13:35","第六教学楼[出门]","1"
"1310144","2019/04/05 13:36","飞凤轩[出门]","1"
"821238","2019/04/05 13:36","飞凤轩[进门]","1"
"8143044","2019/04/05 13:37","第六教学楼[进门]","1"
"21357514","2019/04/05 13:37","飞凤轩[出门]","1"
"15363220","2019/04/05 13:37","第六教学楼[出门]","1"
"19355402","2019/04/05 13:38","第六教学楼[出门]","1"
"19355402","2019/04/05 13:39","第六教学楼[进门]","1"
"11642752","2019/04/05 13:40","飞凤轩[出门]","1"
"19709063","2019/04/05 13:40","第六教学楼[出门]","1"
"19709063","2019/04/05 13:40","第六教学楼[进门]","1"
"20843082","2019/04/05 13:40","飞凤轩[出门]","1"
"20513226","2019/04/05 13:40","第六教学楼[进门]","1"
"15939040","2019/04/05 13:40","青鸾苑[出门]","1"
"7044260","2019/04/05 13:41","青鸾苑[出门]","1"
"7540098","2019/04/05 13:41","飞凤轩[出门]","1"
"16139015","2019/04/05 13:41","青鸾苑[进门]","1"
"18426266","2019/04/05 13:42","飞凤轩[出门]","1"
"18803450","2019/04/05 13:42","第六教学楼[进门]","1"
"17916756","2019/04/05 13:42","第六教学楼[出门]","1"
"17916756","2019/04/05 13:43","第六教学楼[进门]","1"
"15939040","2019/04/05 13:43","青鸾苑[进门]","1"
"23965239","2019/04/05 13:44","青鸾苑[进门]","1"
"19128794","2019/04/05 13:44","飞凤轩[进门]","1"
"22530682","2019/04/05 13:45","第六教学楼[出门]","1"
"14163418","2019/04/05 13:47","第六教学楼[进门]","1"
"14823236","2019/04/05 13:48","第六教学楼[出门]","1"
"19136362","2019/04/05 13:48","飞凤轩[出门]","1"
"19848954","2019/04/05 13:49","飞凤轩[出门]","1"
"8643664","2019/04/05 13:49","飞凤轩[出门]","1"
"8143044","2019/04/05 13:50","第六教学楼[出门]","1"
"8143044","2019/04/05 13:51","第六教学楼[进门]","1"
"14061058","2019/04/05 13:53","飞凤轩[出门]","1"
"17049799","2019/04/05 13:53","第六教学楼[进门]","1"
"20028359","2019/04/05 13:53","青鸾苑[出门]","1"
"24840203","2019/04/05 13:54","青鸾苑[出门]","1"
"25059818","2019/04/05 13:55","飞凤轩[进门]","1"
"20263770","2019/04/05 13:55","第六教学楼[进门]","1"
"124859","2019/04/05 13:56","飞凤轩[进门]","1"
"14061058","2019/04/05 13:57","飞凤轩[进门]","1"
"8643664","2019/04/05 13:57","飞凤轩[进门]","1"
"21352346","2019/04/05 14:00","第六教学楼[进门]","1"
"19437674","2019/04/05 14:00","飞凤轩[出门]","1"
"526486","2019/04/05 14:00","飞凤轩[进门]","1"
"19536490","2019/04/05 14:00","第六教学楼[进门]","1"
"24055200","2019/04/05 00:00","第五教学楼[进门]","1"
"1356470","2019/04/05 00:00","飞凤轩[出门]","1"
"8143044","2019/04/05 14:02","第六教学楼[出门]","1"
"20117514","2019/04/05 14:04","飞凤轩[进门]","1"
"21644682","2019/04/05 00:00","第六教学楼[出门]","1"
"19705594","2019/04/05 14:05","第六教学楼[进门]","1"
"21644682","2019/04/05 00:00","第六教学楼[进门]","1"
"20028359","2019/04/05 00:00","青鸾苑[进门]","1"
"18816340","2019/04/05 14:07","青鸾苑[出门]","1"
"19931588","2019/04/05 14:07","第六教学楼[出门]","1"
"22240538","2019/04/05 00:00","飞凤轩[出门]","1"
"1828667","2019/04/05 14:09","飞凤轩[出门]","1"
"4400443","2019/04/05 14:09","第六教学楼[进门]","1"
"16710101","2019/04/05 14:10","飞凤轩[出门]","1"
"423622","2019/04/05 00:00","第六教学楼[出门]","1"
"17255669","2019/04/05 00:00","飞凤轩[进门]","1"
"340822","2019/04/05 14:13","青鸾苑[出门]","1"
"18941927","2019/04/05 14:14","第六教学楼[进门]","1"
"5223428","2019/04/05 14:15","青鸾苑[进门]","1"
"22742983","2019/04/05 14:17","青鸾苑[出门]","1"
"22742983","2019/04/05 14:17","青鸾苑[出门]","1"
"423622","2019/04/05 14:17","第六教学楼[进门]","1"
"19626058","2019/04/05 14:18","第六教学楼[出门]","1"
"7102740","2019/04/05 14:18","青鸾苑[出门]","1"
"20562951","2019/04/05 14:19","青鸾苑[进门]","1"
"4834324","2019/04/05 14:22","第六教学楼[出门]","1"
"18659834","2019/04/05 14:23","第六教学楼[出门]","1"
"20239415","2019/04/05 14:23","青鸾苑[出门]","1"
"16405159","2019/04/05 14:24","飞凤轩[进门]","0"
"21758426","2019/04/05 14:24","第六教学楼[进门]","1"
"25313767","2019/04/05 14:26","飞凤轩[进门]","1"
"5010276","2019/04/05 14:26","第六教学楼[出门]","1"
"416038","2019/04/05 14:27","第六教学楼[出门]","1"
"5026055","2019/04/05 14:27","青鸾苑[出门]","1"
"17049799","2019/04/05 14:27","第六教学楼[出门]","1"
"18722106","2019/04/05 14:28","第六教学楼[出门]","1"
"17049799","2019/04/05 14:28","第六教学楼[进门]","1"
"31739","2019/04/05 14:29","青鸾苑[进门]","1"
"5026055","2019/04/05 14:30","青鸾苑[进门]","1"
"5503047","2019/04/05 14:32","青鸾苑[进门]","1"
"13929133","2019/04/05 14:32","飞凤轩[进门]","1"
"4863543","2019/04/05 14:33","飞凤轩[出门]","1"
"1632027","2019/04/05 14:33","飞凤轩[出门]","1"
"13929133","2019/04/05 14:34","飞凤轩[出门]","1"
"16800261","2019/04/05 14:34","飞凤轩[进门]","1"
"651654","2019/04/05 14:35","飞凤轩[进门]","1"
"555526","2019/04/05 14:36","飞凤轩[出门]","1"
"6936474","2019/04/05 14:36","飞凤轩[出门]","1"
"4400443","2019/04/05 14:40","第六教学楼[出门]","1"
"21844756","2019/04/05 14:40","青鸾苑[进门]","1"
"20619690","2019/04/05 14:45","第六教学楼[出门]","1"
"25462386","2019/04/05 14:46","飞凤轩[进门]","1"
"20433210","2019/04/05 14:47","飞凤轩[出门]","1"
"18426266","2019/04/05 14:48","飞凤轩[出门]","1"
"7110939","2019/04/05 14:48","第六教学楼[出门]","1"
"18425274","2019/04/05 14:48","飞凤轩[出门]","1"
"20110794","2019/04/05 14:49","飞凤轩[进门]","1"
"19705594","2019/04/05 14:50","第六教学楼[出门]","1"
"1326299","2019/04/05 14:50","飞凤轩[进门]","1"
"18650986","2019/04/05 14:51","飞凤轩[进门]","1"
"20263034","2019/04/05 14:52","飞凤轩[进门]","1"
"21949242","2019/04/05 14:52","第六教学楼[进门]","1"
"20703114","2019/04/05 14:54","第六教学楼[出门]","1"
"21758426","2019/04/05 14:56","第六教学楼[进门]","1"
"7106340","2019/04/05 14:56","青鸾苑[进门]","1"
"18304535","2019/04/05 14:56","青鸾苑[出门]","1"
"3801552","2019/04/05 14:56","第六教学楼[进门]","1"
"19036071","2019/04/05 14:57","第六教学楼[进门]","1"
"18454340","2019/04/05 14:58","飞凤轩[出门]","1"
"19848490","2019/04/05 14:58","第六教学楼[出门]","1"
"19848490","2019/04/05 14:58","第六教学楼[出门]","1"
"16759461","2019/04/05 14:58","飞凤轩[进门]","1"
"21758426","2019/04/05 15:00","第五教学楼[进门]","1"
"25462386","2019/04/05 00:00","飞凤轩[出门]","1"
"18304535","2019/04/05 15:02","青鸾苑[进门]","1"
"7435989","2019/04/05 15:06","飞凤轩[出门]","0"
"21325642","2019/04/05 15:06","飞凤轩[出门]","1"
"6414892","2019/04/05 15:07","第六教学楼[进门]","1"
"6414892","2019/04/05 00:00","第六教学楼[出门]","1"
"13764603","2019/04/05 15:10","飞凤轩[出门]","1"
"6936474","2019/04/05 15:10","飞凤轩[进门]","1"
"3226164","2019/04/05 00:00","青鸾苑[进门]","1"
"4863543","2019/04/05 00:00","飞凤轩[进门]","1"
"21949242","2019/04/05 00:00","第六教学楼[出门]","1"
"6936474","2019/04/05 15:14","飞凤轩[出门]","1"
"505254","2019/04/05 15:15","青鸾苑[出门]","1"
"13929133","2019/04/05 15:17","飞凤轩[出门]","1"
"25326859","2019/04/05 15:17","青鸾苑[出门]","1"
"6414892","2019/04/05 15:18","第六教学楼[进门]","1"
"21909837","2019/04/05 15:19","第六教学楼[出门]","0"
"21909837","2019/04/05 15:19","第六教学楼[出门]","0"
"20921626","2019/04/05 15:19","第六教学楼[出门]","1"
"4400443","2019/04/05 15:19","第六教学楼[进门]","1"
"17049799","2019/04/05 15:20","第六教学楼[出门]","1"
"17049799","2019/04/05 15:20","第六教学楼[进门]","1"
"18553162","2019/04/05 15:21","飞凤轩[出门]","1"
"18242023","2019/04/05 15:21","青鸾苑[出门]","1"
"505254","2019/04/05 15:24","青鸾苑[进门]","1"
"6936474","2019/04/05 15:24","飞凤轩[出门]","1"
"942326","2019/04/05 15:26","飞凤轩[出门]","1"
"942326","2019/04/05 15:26","飞凤轩[出门]","1"
"18745767","2019/04/05 15:28","第六教学楼[出门]","1"
"18745767","2019/04/05 15:32","第六教学楼[进门]","1"
"12308143","2019/04/05 15:32","第六教学楼[出门]","0"
"12308143","2019/04/05 15:32","第六教学楼[出门]","0"
"10826863","2019/04/05 15:32","第六教学楼[出门]","0"
"10826863","2019/04/05 15:32","第六教学楼[出门]","0"
"10826863","2019/04/05 15:32","第六教学楼[出门]","0"
"12308143","2019/04/05 15:32","第六教学楼[出门]","0"
"17859733","2019/04/05 15:32","第六教学楼[出门]","1"
"4863543","2019/04/05 15:33","飞凤轩[出门]","1"
"312710","2019/04/05 15:34","飞凤轩[出门]","1"
"23917090","2019/04/05 15:34","第五教学楼[进门]","1"
"7141387","2019/04/05 15:37","飞凤轩[出门]","1"
"15420068","2019/04/05 15:37","飞凤轩[进门]","1"
"21928730","2019/04/05 15:40","第六教学楼[进门]","1"
"21237754","2019/04/05 15:44","飞凤轩[出门]","1"
"17431344","2019/04/05 15:45","飞凤轩[出门]","1"
"19344282","2019/04/05 15:47","飞凤轩[出门]","1"
"18535495","2019/04/05 15:48","飞凤轩[进门]","1"
"19536490","2019/04/05 15:48","第六教学楼[出门]","1"
"4655892","2019/04/05 15:48","第六教学楼[进门]","1"
"19834362","2019/04/05 15:49","第六教学楼[进门]","1"
"25450698","2019/04/05 15:50","飞凤轩[进门]","1"
"19050394","2019/04/05 15:51","飞凤轩[出门]","1"
"19050394","2019/04/05 15:52","飞凤轩[进门]","1"
"18535495","2019/04/05 15:53","飞凤轩[出门]","1"
"16254660","2019/04/05 15:54","第六教学楼[进门]","1"
"17723957","2019/04/05 15:54","飞凤轩[进门]","1"
"6936474","2019/04/05 15:55","飞凤轩[出门]","1"
"19344282","2019/04/05 15:55","飞凤轩[进门]","1"
"20105445","2019/04/05 15:56","第六教学楼[进门]","1"
"8011572","2019/04/05 15:56","飞凤轩[进门]","1"
"4400443","2019/04/05 15:56","第六教学楼[出门]","1"
"12910011","2019/04/05 15:59","青鸾苑[进门]","1"
"17859061","2019/04/05 16:00","飞凤轩[进门]","1"
"17859061","2019/04/05 16:00","飞凤轩[进门]","1"
"18650986","2019/04/05 16:01","飞凤轩[出门]","1"
"20028359","2019/04/05 00:00","青鸾苑[出门]","1"
"18650986","2019/04/05 16:02","飞凤轩[进门]","1"
"16421831","2019/04/05 00:00","第六教学楼[出门]","1"
"3108871","2019/04/05 00:00","青鸾苑[出门]","1"
"19617370","2019/04/05 00:00","飞凤轩[出门]","1"
"16764885","2019/04/05 00:00","第六教学楼[出门]","1"
"716683","2019/04/05 00:00","飞凤轩[出门]","1"
"21026154","2019/04/05 16:06","第六教学楼[出门]","1"
"524507","2019/04/05 00:00","飞凤轩[出门]","1"
"20815591","2019/04/05 16:07","第六教学楼[出门]","1"
"21747610","2019/04/05 16:07","飞凤轩[出门]","1"
"17005525","2019/04/05 00:00","第六教学楼[出门]","1"
"20554055","2019/04/05 16:08","青鸾苑[进门]","1"
"16764885","2019/04/05 16:09","第六教学楼[进门]","1"
"16710101","2019/04/05 16:09","飞凤轩[进门]","1"
"19659930","2019/04/05 16:09","第六教学楼[出门]","1"
"19659930","2019/04/05 00:00","第六教学楼[进门]","1"
"21712714","2019/04/05 16:13","第六教学楼[进门]","1"
"7855234","2019/04/05 16:13","第六教学楼[进门]","1"
"1336027","2019/04/05 16:17","第六教学楼[出门]","1"
"1336027","2019/04/05 16:18","第六教学楼[进门]","1"
"16764885","2019/04/05 16:20","第六教学楼[出门]","1"
"16764885","2019/04/05 16:26","第六教学楼[进门]","1"
"912790","2019/04/05 16:29","第六教学楼[出门]","1"
"5223428","2019/04/05 16:30","青鸾苑[出门]","1"
"3051444","2019/04/05 16:31","第六教学楼[出门]","1"
"20343178","2019/04/05 16:31","第六教学楼[进门]","1"
"15962388","2019/04/05 16:33","青鸾苑[出门]","1"
"18913546","2019/04/05 16:36","第六教学楼[出门]","1"
"9255019","2019/04/05 16:39","第六教学楼[出门]","1"
"9255019","2019/04/05 16:39","第六教学楼[进门]","1"
"21829684","2019/04/05 16:40","青鸾苑[进门]","1"
"14841787","2019/04/05 16:41","第六教学楼[出门]","1"
"21403626","2019/04/05 16:44","第六教学楼[出门]","1"
"19008746","2019/04/05 16:45","第六教学楼[出门]","1"
"6359700","2019/04/05 16:47","青鸾苑[出门]","1"
"19536490","2019/04/05 16:47","第六教学楼[进门]","1"
"17955895","2019/04/05 16:48","青鸾苑[进门]","1"
"15657005","2019/04/05 16:48","青鸾苑[进门]","0"
"1164390","2019/04/05 16:48","青鸾苑[进门]","1"
"19834362","2019/04/05 16:49","第六教学楼[出门]","1"
"19536490","2019/04/05 16:54","第六教学楼[出门]","1"
"21318826","2019/04/05 16:55","第六教学楼[出门]","1"
"21318826","2019/04/05 16:56","第六教学楼[进门]","1"
"23730199","2019/04/05 17:00","第六教学楼[出门]","1"
"11805520","2019/04/05 00:00","第六教学楼[出门]","1"
"23730199","2019/04/05 00:00","第六教学楼[进门]","1"
"9050731","2019/04/05 17:04","青鸾苑[进门]","1"
"17605189","2019/04/05 17:05","第六教学楼[出门]","1"
"11909419","2019/04/05 17:06","第六教学楼[出门]","1"
"17955895","2019/04/05 17:07","青鸾苑[出门]","1"
"22128116","2019/04/05 17:09","第六教学楼[出门]","1"
"18803450","2019/04/05 00:00","第六教学楼[出门]","1"
"12910011","2019/04/05 17:12","青鸾苑[出门]","1"
"9644192","2019/04/05 17:12","第六教学楼[进门]","1"
"19113218","2019/04/05 17:13","第六教学楼[出门]","1"
"20203770","2019/04/05 17:14","第六教学楼[出门]","1"
"18919194","2019/04/05 17:15","第六教学楼[出门]","1"
"18919194","2019/04/05 17:15","第六教学楼[出门]","1"
"22128116","2019/04/05 17:15","第六教学楼[进门]","1"
"19113218","2019/04/05 17:18","第六教学楼[进门]","1"
"18643467","2019/04/05 17:20","第六教学楼[进门]","1"
"21415418","2019/04/05 17:21","第六教学楼[出门]","1"
"16726613","2019/04/05 17:23","第六教学楼[进门]","1"
"23917090","2019/04/05 17:28","第六教学楼[进门]","1"
"16258151","2019/04/05 17:29","第六教学楼[出门]","1"
"8427851","2019/04/05 17:31","第六教学楼[出门]","1"
"15250580","2019/04/05 17:31","第六教学楼[出门]","1"
"6920804","2019/04/05 17:33","青鸾苑[进门]","1"
"17005525","2019/04/05 17:33","第六教学楼[进门]","1"
"20263770","2019/04/05 17:34","第六教学楼[进门]","1"
"20762042","2019/04/05 17:35","第六教学楼[出门]","1"
"12709127","2019/04/05 17:36","第六教学楼[出门]","1"
"20346682","2019/04/05 17:36","第六教学楼[出门]","1"
"5907844","2019/04/05 17:37","第六教学楼[进门]","1"
"524592","2019/04/05 17:37","第六教学楼[进门]","1"
"16258151","2019/04/05 17:37","第六教学楼[进门]","1"
"20239415","2019/04/05 17:38","青鸾苑[进门]","1"
"16421831","2019/04/05 17:39","第六教学楼[进门]","1"
"16422784","2019/04/05 17:39","第六教学楼[进门]","1"
"16139015","2019/04/05 17:40","青鸾苑[出门]","1"
"19424871","2019/04/05 17:40","第六教学楼[出门]","1"
"20355306","2019/04/05 17:42","第六教学楼[进门]","1"
"21758426","2019/04/05 17:42","第六教学楼[出门]","1"
"11110690","2019/04/05 17:43","第六教学楼[出门]","1"
"18235383","2019/04/05 17:44","第六教学楼[出门]","1"
"18235383","2019/04/05 17:44","第六教学楼[出门]","1"
"19218874","2019/04/05 17:47","第六教学楼[出门]","1"
"18235383","2019/04/05 17:48","第六教学楼[进门]","1"
"20014394","2019/04/05 17:49","第六教学楼[出门]","1"
"17810983","2019/04/05 17:50","青鸾苑[进门]","1"
"725222","2019/04/05 17:51","第六教学楼[出门]","1"
"19218874","2019/04/05 17:51","第六教学楼[进门]","1"
"21226794","2019/04/05 17:52","第六教学楼[进门]","1"
"16010023","2019/04/05 17:53","第六教学楼[出门]","1"
"5761188","2019/04/05 17:54","青鸾苑[出门]","1"
"7110939","2019/04/05 17:54","第六教学楼[进门]","1"
"20162330","2019/04/05 17:55","第六教学楼[出门]","1"
"21758426","2019/04/05 17:55","第六教学楼[进门]","1"
"15250580","2019/04/05 17:56","第六教学楼[进门]","1"
"18240935","2019/04/05 17:58","第六教学楼[进门]","1"
"5720674","2019/04/05 17:58","第五教学楼[进门]","1"
"22060004","2019/04/05 17:58","第六教学楼[进门]","1"
"21524810","2019/04/05 17:59","第六教学楼[出门]","1"
"19119098","2019/04/05 17:59","第六教学楼[进门]","1"
"5761188","2019/04/05 18:00","青鸾苑[进门]","1"
"19841146","2019/04/05 18:01","第六教学楼[进门]","1"
"725222","2019/04/05 00:00","第六教学楼[进门]","1"
"16740855","2019/04/05 00:00","第六教学楼[出门]","1"
"21403626","2019/04/05 18:03","第六教学楼[进门]","1"
"20526602","2019/04/05 18:04","第六教学楼[出门]","1"
"21230346","2019/04/05 00:00","第六教学楼[出门]","1"
"16254660","2019/04/05 18:05","第六教学楼[出门]","1"
"17844327","2019/04/05 00:00","青鸾苑[出门]","1"
"20105445","2019/04/05 18:06","第六教学楼[出门]","1"
"24415563","2019/04/05 00:00","第六教学楼[进门]","1"
"8404164","2019/04/05 18:07","青鸾苑[出门]","1"
"2717895","2019/04/05 18:07","第六教学楼[出门]","1"
"19006199","2019/04/05 18:08","青鸾苑[出门]","1"
"2717895","2019/04/05 18:08","第六教学楼[进门]","1"
"19756410","2019/04/05 00:00","第六教学楼[进门]","1"
"19119098","2019/04/05 18:09","第六教学楼[出门]","1"
"20105445","2019/04/05 00:00","第六教学楼[进门]","1"
"20105445","2019/04/05 00:00","第六教学楼[进门]","1"
"17233682","2019/04/05 18:10","第六教学楼[进门]","1"
"16306735","2019/04/05 00:00","第六教学楼[出门]","0"
"16306735","2019/04/05 00:00","第六教学楼[出门]","0"
"24415563","2019/04/05 00:00","第六教学楼[出门]","1"
"20343178","2019/04/05 00:00","第六教学楼[出门]","1"
"17005525","2019/04/05 18:11","第六教学楼[出门]","1"
"17922823","2019/04/05 00:00","青鸾苑[进门]","1"
"19322647","2019/04/05 00:00","第六教学楼[进门]","1"
"15363220","2019/04/05 18:12","第六教学楼[进门]","1"
"21758426","2019/04/05 18:12","第六教学楼[出门]","1"
"751579","2019/04/05 18:13","青鸾苑[出门]","1"
"16421831","2019/04/05 18:14","第六教学楼[出门]","1"
"21017386","2019/04/05 18:14","第六教学楼[出门]","1"
"18539258","2019/04/05 18:14","第六教学楼[出门]","1"
"20600023","2019/04/05 18:15","第六教学楼[出门]","1"
"20619690","2019/04/05 18:16","第六教学楼[进门]","1"
"18240935","2019/04/05 18:16","第六教学楼[出门]","1"
"18400452","2019/04/05 18:17","青鸾苑[出门]","1"
"751579","2019/04/05 18:18","青鸾苑[进门]","1"
"7928314","2019/04/05 18:18","第六教学楼[出门]","1"
"20355306","2019/04/05 18:19","第六教学楼[出门]","1"
"1363371","2019/04/05 18:20","第六教学楼[进门]","1"
"20619194","2019/04/05 18:20","第六教学楼[出门]","1"
"7110939","2019/04/05 18:21","第六教学楼[进门]","1"
"21230346","2019/04/05 18:22","第六教学楼[进门]","1"
"17005525","2019/04/05 18:23","第六教学楼[进门]","1"
"18539258","2019/04/05 18:24","第六教学楼[进门]","1"
"24361399","2019/04/05 18:25","第六教学楼[进门]","1"
"7110939","2019/04/05 18:25","第六教学楼[出门]","1"
"1814496","2019/04/05 18:25","第六教学楼[进门]","1"
"20822679","2019/04/05 18:25","青鸾苑[出门]","1"
"4655892","2019/04/05 18:26","第六教学楼[出门]","1"
"19050980","2019/04/05 18:27","第六教学楼[进门]","1"
"10122178","2019/04/05 18:29","第六教学楼[进门]","1"
"21017386","2019/04/05 18:29","第六教学楼[进门]","1"
"751579","2019/04/05 18:30","青鸾苑[出门]","1"
"10246011","2019/04/05 18:30","第六教学楼[出门]","1"
"18304535","2019/04/05 18:31","青鸾苑[出门]","1"
"16559879","2019/04/05 18:32","青鸾苑[出门]","1"
"17810983","2019/04/05 18:32","青鸾苑[出门]","1"
"20514378","2019/04/05 18:32","第六教学楼[进门]","1"
"20343178","2019/04/05 18:33","第六教学楼[进门]","1"
"4755460","2019/04/05 18:33","青鸾苑[进门]","1"
"16421831","2019/04/05 18:33","第六教学楼[进门]","1"
"20162330","2019/04/05 18:34","第六教学楼[进门]","1"
"21928730","2019/04/05 18:35","第六教学楼[进门]","1"
"17661335","2019/04/05 18:35","青鸾苑[出门]","1"
"16425335","2019/04/05 18:35","第六教学楼[出门]","1"
"2717895","2019/04/05 18:36","第六教学楼[进门]","1"
"22907015","2019/04/05 18:37","第六教学楼[出门]","1"
"3226164","2019/04/05 18:37","青鸾苑[出门]","1"
"4262516","2019/04/05 18:38","第六教学楼[进门]","1"
"18240935","2019/04/05 18:38","第六教学楼[进门]","1"
"1363371","2019/04/05 18:39","第六教学楼[出门]","1"
"14163418","2019/04/05 18:39","第六教学楼[出门]","1"
"17262901","2019/04/05 18:40","第六教学楼[进门]","1"
"17661335","2019/04/05 18:40","青鸾苑[进门]","1"
"8140139","2019/04/05 18:41","第六教学楼[进门]","1"
"20355306","2019/04/05 18:42","第六教学楼[进门]","1"
"20904375","2019/04/05 18:42","第六教学楼[出门]","1"
"17258037","2019/04/05 18:43","第六教学楼[进门]","1"
"20600023","2019/04/05 18:44","第六教学楼[进门]","1"
"37888","2019/04/05 18:44","飞凤轩[进门]","1"
"17055125","2019/04/05 18:44","飞凤轩[出门]","1"
"18656663","2019/04/05 18:44","第六教学楼[进门]","1"
"1259142","2019/04/05 18:46","第六教学楼[进门]","1"
"24154363","2019/04/05 18:47","第六教学楼[出门]","1"
"751579","2019/04/05 18:47","青鸾苑[进门]","1"
"15419940","2019/04/05 18:47","青鸾苑[出门]","1"
"21242010","2019/04/05 18:47","第六教学楼[出门]","1"
"16559879","2019/04/05 18:48","青鸾苑[进门]","1"
"21644682","2019/04/05 18:48","第六教学楼[出门]","1"
"24752523","2019/04/05 18:48","青鸾苑[出门]","1"
"20904375","2019/04/05 18:48","第六教学楼[进门]","1"
"4655892","2019/04/05 18:49","第六教学楼[进门]","1"
"22815431","2019/04/05 18:51","第六教学楼[出门]","1"
"19322775","2019/04/05 18:52","第六教学楼[出门]","1"
"1611067","2019/04/05 18:52","第六教学楼[出门]","1"
"1611067","2019/04/05 18:52","第六教学楼[进门]","1"
"20308170","2019/04/05 18:54","第六教学楼[进门]","1"
"16645200","2019/04/05 18:54","青鸾苑[出门]","1"
"16425335","2019/04/05 18:54","第六教学楼[进门]","1"
"4139236","2019/04/05 18:55","青鸾苑[出门]","1"
"17556455","2019/04/05 18:56","第六教学楼[进门]","1"
"22907015","2019/04/05 18:57","第六教学楼[进门]","1"
"19315764","2019/04/05 18:57","青鸾苑[出门]","1"
"11170","2019/04/05 18:58","第六教学楼[出门]","1"
"21829684","2019/04/05 18:58","青鸾苑[进门]","1"
"20711738","2019/04/05 18:58","第六教学楼[出门]","1"
"20703114","2019/04/05 18:59","第六教学楼[出门]","1"
"23965239","2019/04/05 19:00","青鸾苑[出门]","1"
"24361399","2019/04/05 00:00","第六教学楼[出门]","1"
"16010023","2019/04/05 00:00","第六教学楼[进门]","1"
"4262516","2019/04/05 19:01","第六教学楼[出门]","1"
"21057370","2019/04/05 00:00","第六教学楼[出门]","1"
"24652996","2019/04/05 19:03","青鸾苑[进门]","1"
"424791","2019/04/05 00:00","青鸾苑[出门]","1"
"16645200","2019/04/05 19:03","青鸾苑[进门]","1"
"21242010","2019/04/05 19:04","第六教学楼[进门]","1"
"3550087","2019/04/05 00:00","青鸾苑[出门]","1"
"24154363","2019/04/05 00:00","第六教学楼[进门]","1"
"4533095","2019/04/05 19:05","青鸾苑[进门]","1"
"17661335","2019/04/05 00:00","青鸾苑[出门]","1"
"21105431","2019/04/05 00:00","第六教学楼[出门]","1"
"4301527","2019/04/05 19:10","第六教学楼[出门]","1"
"19623092","2019/04/05 00:00","青鸾苑[出门]","1"
"14163418","2019/04/05 19:10","第六教学楼[进门]","1"
"20914458","2019/04/05 00:00","飞凤轩[进门]","1"
"18425274","2019/04/05 19:11","飞凤轩[出门]","1"
"7930836","2019/04/05 19:12","青鸾苑[出门]","1"
"22062581","2019/04/05 19:13","飞凤轩[出门]","1"
"17132679","2019/04/05 19:13","第六教学楼[出门]","1"
"6105532","2019/04/05 19:13","飞凤轩[出门]","1"
"8510898","2019/04/05 19:14","飞凤轩[进门]","1"
"849702","2019/04/05 19:14","第六教学楼[出门]","1"
"17313173","2019/04/05 19:15","飞凤轩[出门]","1"
"20148007","2019/04/05 19:15","第六教学楼[出门]","1"
"11170","2019/04/05 19:15","第六教学楼[进门]","1"
"20627946","2019/04/05 19:15","飞凤轩[进门]","1"
"17132679","2019/04/05 19:16","第六教学楼[进门]","1"
"17723957","2019/04/05 19:16","飞凤轩[出门]","1"
"20263770","2019/04/05 19:16","第六教学楼[进门]","1"
"17012917","2019/04/05 19:16","飞凤轩[出门]","1"
"526486","2019/04/05 19:16","飞凤轩[进门]","1"
"654688","2019/04/05 19:17","飞凤轩[进门]","1"
"17012917","2019/04/05 19:17","飞凤轩[进门]","1"
"7855234","2019/04/05 19:17","第六教学楼[出门]","1"
"24415563","2019/04/05 19:18","第六教学楼[进门]","1"
"20012282","2019/04/05 19:18","飞凤轩[出门]","1"
"849702","2019/04/05 19:18","第六教学楼[进门]","1"
"5358375","2019/04/05 19:19","青鸾苑[出门]","1"
"19113218","2019/04/05 19:19","第六教学楼[进门]","1"
"17313173","2019/04/05 19:19","飞凤轩[进门]","1"
"9050731","2019/04/05 19:19","青鸾苑[进门]","1"
"6811730","2019/04/05 19:20","第六教学楼[出门]","1"
